Date,Action,Phase,Product ID,Product Name,Price,Sector,Index,10D ROI,Index 10D ROI,Last X Day High,Last X Day Low,SD Ratio,Max ROI,Min ROI,10D Max ROI,10D MIN ROI,Current ROI,Vol spike,Long Stop Loss SD,Long Stop Loss XD,Long Profit Take,Short Stop Loss SD,Short Stop Loss XD,Short Profit Take,Slope,Long RR,Short RR,S/R,Price:S/R %,1 Day,1 Day %,Portfolio Status,Portfolio Return,Portfolio Max Return,Held Duration,Open Low Range %,Correlation co-efficient,Phase (numerical),Bonus,Lyr,5yr,3yr,1yr
20190509,Normal ReBal,No action.,016,FirstChoice Wholesale Australian Share  (016),3.225,016,016,-1.89,-1.89,1.00,0.00,1.17,15.80,-22.13,NaN,NaN,-5.19,NaN,2.81,3.20,3.33,3.36,3.25,2.84,3.35,0.24,2.92,3.22,0.055,0.01,0.35,NOT HELD,NaN,NaN,NaN,-0,1.0000,0.00,0.00,6.74,NaN,NaN,NaN
20190510,Normal ReBal,No action.,016,FirstChoice Wholesale Australian Share  (016),3.229,016,016,-1.59,-1.59,2.00,0.00,1.18,15.66,-22.22,NaN,NaN,-5.31,NaN,2.82,3.20,3.33,3.36,3.25,2.85,3.02,0.24,2.96,3.22,0.173,0.00,0.12,NOT HELD,NaN,NaN,NaN,-0,1.0000,0.00,0.00,6.75,NaN,NaN,NaN
20190513,Normal ReBal,No action.,016,FirstChoice Wholesale Australian Share  (016),3.227,016,016,-1.05,-1.05,0.00,3.00,1.14,15.73,-22.17,NaN,NaN,-5.25,NaN,2.82,3.21,3.33,3.36,3.25,2.85,2.55,0.25,2.84,3.22,0.114,-0.00,-0.06,NOT HELD,NaN,NaN,NaN,-0,1.0000,0.00,0.00,6.74,NaN,NaN,NaN
20190514,Normal ReBal,30+ Day Low,016,FirstChoice Wholesale Australian Share  (016),3.200,016,016,-1.41,-1.41,0.00,32.00,0.90,16.72,-21.50,NaN,NaN,-4.35,NaN,2.82,3.18,3.33,3.36,3.25,2.85,1.68,0.35,2.15,3.22,0.739,-0.03,-0.85,NOT HELD,NaN,NaN,NaN,-0,1.0000,12.00,0.00,6.68,NaN,NaN,NaN
20190515,Normal ReBal,No action.,016,FirstChoice Wholesale Australian Share  (016),3.224,016,016,-1.34,-1.34,1.00,0.00,1.09,15.83,-22.10,NaN,NaN,-5.16,NaN,2.82,3.18,3.34,3.37,3.24,2.85,2.74,0.27,2.65,3.22,0.027,0.02,0.77,NOT HELD,NaN,NaN,NaN,-0,1.0000,0.00,0.00,6.74,NaN,NaN,NaN
20190516,Normal ReBal,S/R Long,016,FirstChoice Wholesale Australian Share  (016),3.251,016,016,0.03,0.03,12.00,0.00,1.28,14.89,-22.73,NaN,NaN,-6.01,NaN,2.82,3.18,3.34,3.37,3.27,2.85,3.30,0.20,3.37,3.22,0.843,0.03,0.82,NOT HELD,NaN,NaN,NaN,-0,1.0000,2.00,0.00,6.79,NaN,NaN,NaN
20190517,Normal ReBal,No action.,016,FirstChoice Wholesale Australian Share  (016),3.270,016,016,0.55,0.55,20.00,0.00,1.41,14.22,-23.18,NaN,NaN,-6.64,NaN,2.82,3.21,3.34,3.37,3.29,2.85,3.85,0.16,4.03,3.22,1.436,0.02,0.59,NOT HELD,NaN,NaN,NaN,-0,1.0000,0.00,0.00,6.84,NaN,NaN,NaN
20190520,Normal ReBal,UL Rebalance,016,FirstChoice Wholesale Australian Share  (016),3.315,016,016,2.79,2.79,10000.00,0.00,1.73,12.65,-24.24,NaN,NaN,-8.12,NaN,2.81,3.23,3.35,3.38,3.33,2.84,5.60,0.07,7.15,3.20,3.761,0.05,1.39,NOT HELD,NaN,NaN,NaN,-0,1.0000,14.00,0.00,6.94,NaN,NaN,NaN
20190521,Normal ReBal,UL Rebalance WAKE,016,FirstChoice Wholesale Australian Share  (016),3.321,016,016,2.76,2.76,10000.00,0.00,1.74,12.45,-24.37,NaN,NaN,-8.31,NaN,2.81,3.25,3.35,3.39,3.34,2.84,5.78,0.06,7.34,3.20,3.802,0.01,0.18,NOT HELD,NaN,NaN,NaN,-0,1.0000,14.00,0.00,6.95,NaN,NaN,NaN
20190522,Normal ReBal,UL Rebalance WAKE,016,FirstChoice Wholesale Australian Share  (016),3.328,016,016,3.41,3.41,10000.00,0.00,1.75,12.23,-24.52,NaN,NaN,-8.52,NaN,2.81,3.30,3.36,3.39,3.34,2.85,6.63,0.06,7.54,3.20,3.847,0.01,0.20,NOT HELD,NaN,NaN,NaN,-0,1.0000,14.00,0.00,6.96,NaN,NaN,NaN
20190523,Normal ReBal,UL Rebalance WAKE,016,FirstChoice Wholesale Australian Share  (016),3.320,016,016,2.84,2.84,0.00,2.00,1.65,12.51,-24.33,NaN,NaN,-8.26,NaN,2.82,3.30,3.36,3.40,3.34,2.85,6.66,0.09,6.13,3.20,3.591,-0.01,-0.25,NOT HELD,NaN,NaN,NaN,-0,1.0000,0.00,0.00,6.94,NaN,NaN,NaN
20190524,Normal ReBal,UL Rebalance WAKE,016,FirstChoice Wholesale Australian Share  (016),3.302,016,016,2.20,2.20,0.00,6.00,1.49,13.11,-23.93,NaN,NaN,-7.68,NaN,2.82,3.29,3.37,3.40,3.34,2.85,6.14,0.14,4.57,3.20,3.039,-0.02,-0.53,NOT HELD,NaN,NaN,NaN,-0,1.0000,7.00,0.00,6.91,NaN,NaN,NaN
20190527,Normal ReBal,UL Rebalance WAKE,016,FirstChoice Wholesale Australian Share  (016),3.301,016,016,2.24,2.24,0.00,9.00,1.45,13.14,-23.91,NaN,NaN,-7.65,NaN,2.82,3.28,3.37,3.40,3.34,2.85,6.75,0.15,4.32,3.20,3.014,-0.00,-0.02,NOT HELD,NaN,NaN,NaN,-0,1.0000,7.00,0.00,6.90,NaN,NaN,NaN
20190528,Normal ReBal,No action.,016,FirstChoice Wholesale Australian Share  (016),3.319,016,016,3.59,3.59,4.00,0.00,1.56,12.53,-24.32,NaN,NaN,-8.24,NaN,2.82,3.28,3.38,3.41,3.34,2.85,7.33,0.12,5.16,3.20,3.576,0.02,0.55,NOT HELD,NaN,NaN,NaN,-0,1.0000,0.00,0.00,6.94,NaN,NaN,NaN
20190529,Normal ReBal,Phase 1 Short,016,FirstChoice Wholesale Australian Share  (016),3.298,016,016,2.24,2.24,0.00,11.00,1.38,13.23,-23.85,NaN,NaN,-7.57,NaN,2.83,3.28,3.38,3.41,3.34,2.86,6.50,0.17,3.87,3.20,2.933,-0.02,-0.62,NOT HELD,NaN,NaN,NaN,-0,1.0000,7.00,0.00,6.90,NaN,NaN,NaN
20190530,Normal ReBal,Phase 1 Short,016,FirstChoice Wholesale Australian Share  (016),3.277,016,016,0.81,0.81,0.00,12.00,1.19,13.96,-23.36,NaN,NaN,-6.88,NaN,2.83,3.26,3.38,3.41,3.34,2.86,6.43,0.23,3.02,3.20,2.277,-0.02,-0.64,NOT HELD,NaN,NaN,NaN,-0,1.0000,7.00,0.00,6.85,NaN,NaN,NaN
20190531,Normal ReBal,Phase 1 Short,016,FirstChoice Wholesale Australian Share  (016),3.269,016,016,-0.02,-0.02,0.00,14.00,1.11,14.25,-23.17,NaN,NaN,-6.61,NaN,2.83,3.25,3.38,3.42,3.31,2.87,5.67,0.26,2.73,3.20,2.018,-0.01,-0.25,NOT HELD,NaN,NaN,NaN,-0,1.0000,7.00,0.00,6.84,NaN,NaN,NaN
20190603,Normal ReBal,No action.,016,FirstChoice Wholesale Australian Share  (016),3.225,016,016,-2.80,-2.80,0.00,18.00,0.76,15.80,-22.12,NaN,NaN,-5.18,NaN,2.84,3.21,3.38,3.42,3.29,2.87,3.89,0.41,1.85,3.20,0.645,-0.04,-1.35,NOT HELD,NaN,NaN,NaN,-0,1.0000,0.00,0.00,6.74,NaN,NaN,NaN
20190604,Normal ReBal,No action.,016,FirstChoice Wholesale Australian Share  (016),3.233,016,016,-2.72,-2.72,3.00,0.00,0.81,15.51,-22.32,NaN,NaN,-5.44,NaN,2.84,3.21,3.39,3.42,3.29,2.87,4.16,0.39,1.95,3.20,0.898,0.01,0.25,NOT HELD,NaN,NaN,NaN,-0,1.0000,0.00,0.00,6.76,NaN,NaN,NaN
20190605,Normal ReBal,No action.,016,FirstChoice Wholesale Australian Share  (016),3.252,016,016,-2.34,-2.34,4.00,0.00,0.94,14.86,-22.75,NaN,NaN,-6.04,NaN,2.84,3.21,3.39,3.42,3.27,2.87,5.19,0.33,2.24,3.20,1.472,0.02,0.57,NOT HELD,NaN,NaN,NaN,-0,1.0000,0.00,0.00,6.80,NaN,NaN,NaN
20190606,Normal ReBal,S/R Long,016,FirstChoice Wholesale Australian Share  (016),3.259,016,016,-1.87,-1.87,5.00,0.00,0.97,14.62,-22.92,NaN,NaN,-6.27,NaN,2.84,3.22,3.39,3.42,3.27,2.87,4.89,0.32,2.33,3.20,1.688,0.01,0.21,NOT HELD,NaN,NaN,NaN,-0,1.0000,2.00,0.00,6.81,NaN,NaN,NaN
20190607,Normal ReBal,No action.,016,FirstChoice Wholesale Australian Share  (016),3.288,016,016,-0.43,-0.43,8.00,0.00,1.18,13.60,-23.60,NaN,NaN,-7.22,NaN,2.84,3.24,3.40,3.43,3.30,2.87,5.26,0.24,2.96,3.20,2.596,0.03,0.89,NOT HELD,NaN,NaN,NaN,-0,1.0000,0.00,0.00,6.88,NaN,NaN,NaN
20190611,Normal ReBal,UL Rebalance,016,FirstChoice Wholesale Australian Share  (016),3.336,016,016,1.05,1.05,10000.00,0.00,1.51,11.95,-24.71,NaN,NaN,-8.80,NaN,2.83,3.24,3.40,3.44,3.35,2.87,6.90,0.13,4.71,3.21,3.902,0.05,1.48,NOT HELD,NaN,NaN,NaN,-0,1.0000,14.00,0.00,6.98,NaN,NaN,NaN
20190612,Normal ReBal,UL Rebalance WAKE,016,FirstChoice Wholesale Australian Share  (016),3.335,016,016,0.49,0.49,0.00,4.00,1.47,11.98,-24.69,NaN,NaN,-8.77,NaN,2.83,3.27,3.41,3.44,3.35,2.87,6.87,0.14,4.45,3.21,3.874,-0.00,-0.03,NOT HELD,NaN,NaN,NaN,-0,1.0000,0.00,0.00,6.98,NaN,NaN,NaN
20190613,Normal ReBal,UL Rebalance WAKE,016,FirstChoice Wholesale Australian Share  (016),3.338,016,016,1.19,1.19,10000.00,0.00,1.46,11.88,-24.76,NaN,NaN,-8.86,NaN,2.84,3.32,3.41,3.44,3.35,2.87,7.48,0.15,4.39,3.21,3.916,0.00,0.09,NOT HELD,NaN,NaN,NaN,-0,1.0000,14.00,0.00,6.98,NaN,NaN,NaN
20190614,Normal ReBal,UL Rebalance WAKE,016,FirstChoice Wholesale Australian Share  (016),3.346,016,016,2.06,2.06,10000.00,0.00,1.49,11.61,-24.94,NaN,NaN,-9.13,NaN,2.84,3.32,3.42,3.45,3.36,2.87,7.88,0.14,4.60,3.22,3.972,0.01,0.24,NOT HELD,NaN,NaN,NaN,-0,1.0000,14.00,0.00,7.00,NaN,NaN,NaN
20190617,Normal ReBal,UL Rebalance WAKE,016,FirstChoice Wholesale Australian Share  (016),3.339,016,016,2.10,2.10,0.00,3.00,1.40,11.85,-24.78,NaN,NaN,-8.90,NaN,2.84,3.32,3.42,3.45,3.36,2.87,6.41,0.16,4.03,3.22,3.754,-0.01,-0.21,NOT HELD,NaN,NaN,NaN,-0,1.0000,0.00,0.00,6.99,NaN,NaN,NaN
20190618,Normal ReBal,UL Rebalance WAKE,016,FirstChoice Wholesale Australian Share  (016),3.350,016,016,3.73,3.73,10000.00,0.00,1.46,11.48,-25.03,NaN,NaN,-9.26,NaN,2.84,3.32,3.42,3.46,3.37,2.87,6.76,0.15,4.36,3.22,3.999,0.01,0.33,NOT HELD,NaN,NaN,NaN,-0,1.0000,14.00,0.00,7.01,NaN,NaN,NaN
20190619,Normal ReBal,UL Rebalance,016,FirstChoice Wholesale Australian Share  (016),3.387,016,016,4.55,4.55,10000.00,0.00,1.69,10.26,-25.85,NaN,NaN,-10.47,NaN,2.84,3.32,3.43,3.47,3.40,2.87,8.04,0.08,6.53,3.19,6.226,0.04,1.10,NOT HELD,NaN,NaN,NaN,-0,1.0000,14.00,0.00,7.09,NaN,NaN,NaN
20190620,Normal ReBal,UL Rebalance WAKE,016,FirstChoice Wholesale Australian Share  (016),3.405,016,016,4.51,4.51,10000.00,0.00,1.77,9.68,-26.24,NaN,NaN,-11.05,NaN,2.84,3.33,3.44,3.47,3.42,2.87,7.39,0.06,7.89,3.20,6.398,0.02,0.53,NOT HELD,NaN,NaN,NaN,-0,1.0000,14.00,0.00,7.13,NaN,NaN,NaN
20190621,Normal ReBal,UL Rebalance WAKE,016,FirstChoice Wholesale Australian Share  (016),3.392,016,016,3.95,3.95,0.00,1.00,1.64,10.09,-25.96,NaN,NaN,-10.63,NaN,2.84,3.37,3.44,3.48,3.42,2.88,6.07,0.09,5.99,3.20,5.998,-0.01,-0.38,NOT HELD,NaN,NaN,NaN,-0,1.0000,0.00,0.00,7.10,NaN,NaN,NaN
20190624,Normal ReBal,UL Rebalance WAKE,016,FirstChoice Wholesale Australian Share  (016),3.397,016,016,3.21,3.21,3.00,0.00,1.62,9.96,-26.05,NaN,NaN,-10.77,NaN,2.84,3.38,3.45,3.49,3.42,2.88,6.50,0.10,5.75,3.20,6.126,0.00,0.12,NOT HELD,NaN,NaN,NaN,-0,1.0000,0.00,0.00,7.11,NaN,NaN,NaN
20190625,Normal ReBal,UL Rebalance WAKE,016,FirstChoice Wholesale Australian Share  (016),3.392,016,016,1.65,1.65,0.00,5.00,1.56,10.11,-25.95,NaN,NaN,-10.62,NaN,2.85,3.37,3.46,3.49,3.41,2.88,6.36,0.12,5.13,3.20,5.983,-0.00,-0.14,NOT HELD,NaN,NaN,NaN,-0,1.0000,7.00,0.00,7.10,NaN,NaN,NaN
20190626,Normal ReBal,UL Rebalance WAKE,016,FirstChoice Wholesale Australian Share  (016),3.384,016,016,1.43,1.43,0.00,7.00,1.46,10.38,-25.77,NaN,NaN,-10.35,NaN,2.85,3.37,3.46,3.50,3.41,2.89,6.47,0.14,4.41,3.20,5.723,-0.01,-0.24,NOT HELD,NaN,NaN,NaN,-0,1.0000,7.00,0.00,7.08,NaN,NaN,NaN
20190627,Normal ReBal,No action.,016,FirstChoice Wholesale Australian Share  (016),3.402,016,016,1.89,1.89,6.00,0.00,1.56,9.77,-26.18,NaN,NaN,-10.96,NaN,2.85,3.37,3.47,3.50,3.42,2.89,6.97,0.12,5.13,3.20,6.311,0.02,0.56,NOT HELD,NaN,NaN,NaN,-0,1.0000,0.00,0.00,7.12,NaN,NaN,NaN
20190628,Normal ReBal,Phase 1 Short,016,FirstChoice Wholesale Australian Share  (016),3.380,016,016,1.01,1.01,0.00,9.00,1.37,10.48,-25.70,NaN,NaN,-10.24,NaN,2.86,3.36,3.47,3.51,3.42,2.90,5.82,0.17,3.84,3.20,5.623,-0.02,-0.65,NOT HELD,NaN,NaN,NaN,-0,1.0000,7.00,0.00,7.07,NaN,NaN,NaN
20190630,Normal ReBal,No action.,016,FirstChoice Wholesale Australian Share  (016),3.380,016,016,1.22,1.22,0.00,1.00,1.33,10.48,-25.70,NaN,NaN,-10.24,NaN,2.86,3.36,3.48,3.51,3.42,2.90,6.18,0.19,3.62,3.20,5.623,0.00,0.00,NOT HELD,NaN,NaN,NaN,-0,1.0000,0.00,0.00,7.07,NaN,NaN,NaN
20190701,Normal ReBal,No action.,016,FirstChoice Wholesale Australian Share  (016),3.389,016,016,1.15,1.15,3.00,0.00,1.36,10.19,-25.89,NaN,NaN,-10.53,NaN,2.87,3.36,3.48,3.52,3.41,2.90,6.74,0.18,3.77,3.20,5.901,0.01,0.26,NOT HELD,NaN,NaN,NaN,-0,1.0000,0.00,0.00,7.09,NaN,NaN,NaN
20190702,Normal ReBal,No action.,016,FirstChoice Wholesale Australian Share  (016),3.394,016,016,0.20,0.20,4.00,0.00,1.36,10.04,-26.00,NaN,NaN,-10.69,NaN,2.87,3.36,3.49,3.52,3.41,2.90,6.89,0.18,3.80,3.20,6.048,0.00,0.14,NOT HELD,NaN,NaN,NaN,-0,1.0000,0.00,0.00,7.10,NaN,NaN,NaN
20190703,Normal ReBal,No action.,016,FirstChoice Wholesale Australian Share  (016),3.403,016,016,-0.07,-0.07,12.00,0.00,1.39,9.75,-26.19,NaN,NaN,-10.98,NaN,2.87,3.37,3.49,3.53,3.42,2.91,6.84,0.17,3.95,3.20,6.326,0.01,0.26,NOT HELD,NaN,NaN,NaN,-0,1.0000,0.00,0.00,7.12,NaN,NaN,NaN
20190704,Normal ReBal,100+ Day High,016,FirstChoice Wholesale Australian Share  (016),3.417,016,016,0.71,0.71,10000.00,0.00,1.45,9.32,-26.48,NaN,NaN,-11.42,NaN,2.87,3.38,3.50,3.53,3.43,2.91,7.60,0.15,4.31,3.21,6.507,0.01,0.40,NOT HELD,NaN,NaN,NaN,-0,1.0000,14.00,0.00,7.15,NaN,NaN,NaN
20190705,Normal ReBal,100+ Day High,016,FirstChoice Wholesale Australian Share  (016),3.425,016,016,0.83,0.83,10000.00,0.00,1.47,9.05,-26.66,NaN,NaN,-11.69,NaN,2.87,3.39,3.50,3.54,3.44,2.91,7.41,0.14,4.45,3.21,6.585,0.01,0.25,NOT HELD,NaN,NaN,NaN,-0,1.0000,14.00,0.00,7.17,NaN,NaN,NaN
20190708,Normal ReBal,Phase 1 Short,016,FirstChoice Wholesale Australian Share  (016),3.394,016,016,0.05,0.05,0.00,6.00,1.21,10.05,-25.99,NaN,NaN,-10.68,NaN,2.88,3.38,3.51,3.55,3.44,2.92,5.40,0.23,3.10,3.21,5.614,-0.03,-0.91,NOT HELD,NaN,NaN,NaN,-0,1.0000,7.00,0.00,7.10,NaN,NaN,NaN
20190709,Normal ReBal,Phase 1 Short,016,FirstChoice Wholesale Australian Share  (016),3.391,016,016,0.21,0.21,0.00,7.00,1.17,10.15,-25.92,NaN,NaN,-10.58,NaN,2.89,3.37,3.51,3.55,3.44,2.92,5.30,0.24,2.94,3.21,5.518,-0.00,-0.09,NOT HELD,NaN,NaN,NaN,-0,1.0000,7.00,0.00,7.10,NaN,NaN,NaN
20190710,Normal ReBal,No action.,016,FirstChoice Wholesale Australian Share  (016),3.401,016,016,-0.06,-0.06,4.00,0.00,1.21,9.83,-26.14,NaN,NaN,-10.90,NaN,2.89,3.37,3.52,3.55,3.42,2.93,5.95,0.23,3.08,3.21,5.826,0.01,0.29,NOT HELD,NaN,NaN,NaN,-0,1.0000,0.00,0.00,7.12,NaN,NaN,NaN
20190711,Normal ReBal,No action.,016,FirstChoice Wholesale Australian Share  (016),3.412,016,016,0.93,0.93,5.00,0.00,1.25,9.45,-26.39,NaN,NaN,-11.28,NaN,2.89,3.37,3.52,3.56,3.43,2.93,6.90,0.21,3.27,3.21,6.190,0.01,0.34,NOT HELD,NaN,NaN,NaN,-0,1.0000,0.00,0.00,7.14,NaN,NaN,NaN
20190712,Normal ReBal,No action.,016,FirstChoice Wholesale Australian Share  (016),3.403,016,016,0.65,0.65,0.00,1.00,1.16,9.76,-26.18,NaN,NaN,-10.97,NaN,2.90,3.38,3.53,3.56,3.43,2.94,5.85,0.25,2.90,3.21,5.891,-0.01,-0.28,NOT HELD,NaN,NaN,NaN,-0,1.0000,0.00,0.00,7.12,NaN,NaN,NaN
20190715,Normal ReBal,Phase 1 Short,016,FirstChoice Wholesale Australian Share  (016),3.384,016,016,-0.14,-0.14,0.00,14.00,0.99,10.35,-25.79,NaN,NaN,-10.37,NaN,2.91,3.37,3.53,3.57,3.43,2.94,5.55,0.31,2.38,3.21,5.325,-0.02,-0.53,NOT HELD,NaN,NaN,NaN,-0,1.0000,7.00,0.00,7.08,NaN,NaN,NaN
20190716,Normal ReBal,No action.,016,FirstChoice Wholesale Australian Share  (016),3.379,016,016,-0.44,-0.44,0.00,27.00,0.94,10.52,-25.67,NaN,NaN,-10.20,NaN,2.91,3.36,3.53,3.57,3.42,2.95,5.39,0.33,2.24,3.21,5.163,-0.01,-0.15,NOT HELD,NaN,NaN,NaN,-0,1.0000,0.00,0.00,7.07,NaN,NaN,NaN
20190717,Normal ReBal,No action.,016,FirstChoice Wholesale Australian Share  (016),3.393,016,016,-0.29,-0.29,4.00,0.00,1.01,10.07,-25.98,NaN,NaN,-10.66,NaN,2.91,3.36,3.54,3.58,3.41,2.95,6.51,0.30,2.42,3.21,5.599,0.01,0.41,NOT HELD,NaN,NaN,NaN,-0,1.0000,0.00,0.00,7.10,NaN,NaN,NaN
20190718,Normal ReBal,No action.,016,FirstChoice Wholesale Australian Share  (016),3.384,016,016,-0.98,-0.98,0.00,1.00,0.92,10.38,-25.77,NaN,NaN,-10.34,NaN,2.92,3.36,3.54,3.58,3.41,2.96,5.66,0.34,2.19,3.21,5.297,-0.01,-0.29,NOT HELD,NaN,NaN,NaN,-0,1.0000,0.00,0.00,7.08,NaN,NaN,NaN
20190719,Normal ReBal,No action.,016,FirstChoice Wholesale Australian Share  (016),3.406,016,016,-0.55,-0.55,7.00,0.00,1.04,9.65,-26.26,NaN,NaN,-11.08,NaN,2.92,3.37,3.55,3.58,3.42,2.96,6.03,0.29,2.51,3.21,5.997,0.02,0.66,NOT HELD,NaN,NaN,NaN,-0,1.0000,0.00,0.00,7.13,NaN,NaN,NaN
20190722,Normal ReBal,No action.,016,FirstChoice Wholesale Australian Share  (016),3.404,016,016,0.31,0.31,0.00,3.00,0.98,9.71,-26.22,NaN,NaN,-11.02,NaN,2.93,3.37,3.55,3.59,3.42,2.96,6.44,0.31,2.35,3.21,5.938,-0.00,-0.06,NOT HELD,NaN,NaN,NaN,-0,1.0000,0.00,0.00,7.12,NaN,NaN,NaN
20190723,Normal ReBal,No action.,016,FirstChoice Wholesale Australian Share  (016),3.421,016,016,0.88,0.88,17.00,0.00,1.07,9.18,-26.57,NaN,NaN,-11.56,NaN,2.93,3.39,3.56,3.59,3.44,2.97,6.96,0.28,2.61,3.21,6.454,0.02,0.49,NOT HELD,NaN,NaN,NaN,-0,1.0000,0.00,0.00,7.16,NaN,NaN,NaN
20190724,Normal ReBal,100+ Day High,016,FirstChoice Wholesale Australian Share  (016),3.441,016,016,1.17,1.17,10000.00,0.00,1.18,8.54,-27.00,NaN,NaN,-12.21,NaN,2.93,3.39,3.56,3.60,3.46,2.97,6.90,0.24,2.96,3.22,6.737,0.02,0.59,NOT HELD,NaN,NaN,NaN,-0,1.0000,14.00,0.00,7.20,NaN,NaN,NaN
20190725,Normal ReBal,100+ Day High,016,FirstChoice Wholesale Australian Share  (016),3.460,016,016,1.38,1.38,10000.00,0.00,1.27,7.94,-27.41,NaN,NaN,-12.84,NaN,2.93,3.40,3.57,3.61,3.48,2.97,7.65,0.21,3.35,3.24,6.917,0.02,0.56,NOT HELD,NaN,NaN,NaN,-0,1.0000,14.00,0.00,7.24,NaN,NaN,NaN
20190726,Normal ReBal,No action.,016,FirstChoice Wholesale Australian Share  (016),3.455,016,016,1.52,1.52,0.00,1.00,1.21,8.09,-27.31,NaN,NaN,-12.68,NaN,2.94,3.42,3.57,3.61,3.48,2.98,7.61,0.23,3.07,3.24,6.766,-0.00,-0.14,NOT HELD,NaN,NaN,NaN,-0,1.0000,0.00,0.00,7.23,NaN,NaN,NaN
20190729,Normal ReBal,100+ Day High,016,FirstChoice Wholesale Australian Share  (016),3.469,016,016,2.44,2.44,10000.00,0.00,1.25,7.66,-27.60,NaN,NaN,-13.14,NaN,2.95,3.44,3.58,3.62,3.49,2.98,7.60,0.22,3.24,3.24,7.003,0.01,0.41,NOT HELD,NaN,NaN,NaN,-0,1.0000,14.00,0.00,7.26,NaN,NaN,NaN
20190730,Normal ReBal,100+ Day High,016,FirstChoice Wholesale Australian Share  (016),3.475,016,016,2.75,2.75,10000.00,0.00,1.26,7.48,-27.72,NaN,NaN,-13.32,NaN,2.95,3.44,3.59,3.62,3.49,2.99,7.77,0.21,3.28,3.25,7.055,0.01,0.16,NOT HELD,NaN,NaN,NaN,-0,1.0000,14.00,0.00,7.27,NaN,NaN,NaN
20190731,Normal ReBal,No action.,016,FirstChoice Wholesale Australian Share  (016),3.461,016,016,1.96,1.96,0.00,4.00,1.13,7.91,-27.43,NaN,NaN,-12.87,NaN,2.96,3.44,3.59,3.63,3.49,2.99,7.31,0.26,2.81,3.25,6.630,-0.01,-0.40,NOT HELD,NaN,NaN,NaN,-0,1.0000,0.00,0.00,7.24,NaN,NaN,NaN
20190801,Normal ReBal,Phase 1 Short,016,FirstChoice Wholesale Australian Share  (016),3.452,016,016,1.97,1.97,0.00,7.00,1.04,8.20,-27.23,NaN,NaN,-12.57,NaN,2.96,3.43,3.59,3.63,3.49,3.00,6.98,0.29,2.51,3.25,6.341,-0.01,-0.27,NOT HELD,NaN,NaN,NaN,-0,1.0000,7.00,0.00,7.22,NaN,NaN,NaN
20190802,Normal ReBal,Phase 1 Short,016,FirstChoice Wholesale Australian Share  (016),3.432,016,016,0.75,0.75,0.00,9.00,0.88,8.83,-26.81,NaN,NaN,-11.92,NaN,2.97,3.41,3.60,3.63,3.48,3.01,6.82,0.36,2.10,3.25,5.727,-0.02,-0.58,NOT HELD,NaN,NaN,NaN,-0,1.0000,7.00,0.00,7.18,NaN,NaN,NaN
20190805,Normal ReBal,30+ Day Low,016,FirstChoice Wholesale Australian Share  (016),3.371,016,016,-0.98,-0.98,0.00,47.00,0.42,10.80,-25.49,NaN,NaN,-9.93,NaN,2.99,3.35,3.60,3.63,3.47,3.02,4.54,0.59,1.32,3.25,3.854,-0.06,-1.77,NOT HELD,NaN,NaN,NaN,-0,1.0000,12.00,0.00,7.05,NaN,NaN,NaN
20190806,Normal ReBal,30+ Day Low,016,FirstChoice Wholesale Australian Share  (016),3.301,016,016,-3.64,-3.64,0.00,59.00,-0.08,13.16,-23.90,NaN,NaN,-7.64,NaN,3.00,3.28,3.59,3.63,3.45,3.03,2.35,0.96,0.82,3.25,1.685,-0.07,-2.09,NOT HELD,NaN,NaN,NaN,-0,1.0000,12.00,0.00,6.90,NaN,NaN,NaN
20190807,Normal ReBal,No action.,016,FirstChoice Wholesale Australian Share  (016),3.315,016,016,-3.80,-3.80,1.00,0.00,-0.00,12.67,-24.23,NaN,NaN,-8.10,NaN,3.00,3.28,3.60,3.63,3.39,3.03,3.11,0.89,0.89,3.25,2.126,0.01,0.43,NOT HELD,NaN,NaN,NaN,-0,1.0000,0.00,0.00,6.93,NaN,NaN,NaN
20190808,Normal ReBal,No action.,016,FirstChoice Wholesale Australian Share  (016),3.334,016,016,-3.79,-3.79,2.00,0.00,0.11,12.04,-24.66,NaN,NaN,-8.72,NaN,3.00,3.28,3.60,3.63,3.35,3.04,3.49,0.80,0.99,3.25,2.705,0.02,0.57,NOT HELD,NaN,NaN,NaN,-0,1.0000,0.00,0.00,6.97,NaN,NaN,NaN
20190809,Normal ReBal,No action.,016,FirstChoice Wholesale Australian Share  (016),3.349,016,016,-3.18,-3.18,3.00,0.00,0.20,11.53,-25.00,NaN,NaN,-9.21,NaN,3.00,3.30,3.60,3.64,3.37,3.04,3.51,0.73,1.07,3.25,3.173,0.02,0.46,NOT HELD,NaN,NaN,NaN,-0,1.0000,0.00,0.00,7.01,NaN,NaN,NaN
20190812,Normal ReBal,No action.,016,FirstChoice Wholesale Australian Share  (016),3.354,016,016,-3.43,-3.43,6.00,0.00,0.19,11.35,-25.12,NaN,NaN,-9.39,NaN,3.01,3.32,3.61,3.64,3.37,3.05,4.77,0.74,1.07,3.25,3.337,0.01,0.16,NOT HELD,NaN,NaN,NaN,-0,1.0000,0.00,0.00,7.02,NaN,NaN,NaN
